datetime,FST_Thermocouple_Handheld,AirTemp,SolarA,dp,ws,SolarB,treatment,date,FruitSize(mm),FST_SolarA_WeatherBased,FST_SolarB_WeatherBAsed
7/25/2022 14:12,27.65,30.5,844,23.90869109,0.43,948,Fogging,7/25/2022,56,53.17,54.65
7/25/2022 15:11,31.5,31.3,792,22.50502196,0.41,911,Fogging,7/25/2022,56,53.39,55.11
7/25/2022 15:12,32.9,31.4,788,25.68056073,0.5,907,Fogging,7/25/2022,56,52.46,54.07
7/25/2022 15:17,32.4,31.4,786,25.5151182,0.51,906,Fogging,7/25/2022,56,52.26,53.87
7/25/2022 15:18,30.1,31.3,785,24.09409664,0.48,904,Fogging,7/25/2022,56,52.37,54
7/25/2022 15:19,30.2,31.3,783,21.07041027,0.43,903,Fogging,7/25/2022,56,52.68,54.38
7/25/2022 15:20,34.8,31.3,782,22.421963,0.41,901,Fogging,7/25/2022,56,53.23,54.95
7/25/2022 15:21,33.6,31.4,781,23.72552975,0.47,900,Fogging,7/25/2022,56,52.52,54.16
7/25/2022 15:22,37.4,31.3,780,25.79527047,0.45,899,Fogging,7/25/2022,56,53.05,54.71
7/25/2022 16:36,33.16666667,30.4,648,24.48747839,0.42,748,Fogging,7/25/2022,56,50.52,51.96
7/25/2022 16:37,31.3,30.5,646,23.53736303,0.39,746,Fogging,7/25/2022,56,50.95,52.43
7/25/2022 16:38,32.9,30.4,644,22.80750145,0.43,743,Fogging,7/25/2022,56,50.03,51.45
7/25/2022 16:39,35.53333333,30.4,642,20.53138738,0.46,742,Fogging,7/25/2022,56,49.19,50.59
7/25/2022 16:40,33.4,30.3,640,21.76024337,0.44,738,Fogging,7/25/2022,56,49.54,50.94
7/25/2022 16:41,35.33333333,30.4,637,23.69065964,0.46,735,Fogging,7/25/2022,56,49.61,50.99
7/29/2022 12:08,29.25,31.8,778,27.34262854,0.61,81,Fogging,7/29/2022,56,51.55,42.64
7/29/2022 12:09,30.1,31.9,781,26.90106366,0.55,81,Fogging,7/29/2022,56,52.37,43.1
7/29/2022 12:10,27.66666667,31.8,783,26.55317627,0.56,81,Fogging,7/29/2022,56,52.11,42.86
7/29/2022 12:12,29.13333333,31.7,784,25.75449965,0.58,80,Fogging,7/29/2022,56,51.65,42.48
7/29/2022 12:13,29.63333333,31.7,786,26.66294402,0.55,80,Fogging,7/29/2022,56,52.19,42.83
7/29/2022 12:14,28.5,31.6,786,26.94949466,0.57,80,Fogging,7/29/2022,56,51.87,42.62
7/29/2022 12:15,28.2,31.8,789,27.69320863,0.52,79,Fogging,7/29/2022,56,52.91,43.32
7/29/2022 13:23,32.6,32.3,833,28.6944059,0.49,89,Fogging,7/29/2022,56,54.63,44.41
7/29/2022 13:24,31.76666667,32.3,832,27.33191501,0.49,90,Fogging,7/29/2022,56,54.4,44.21
7/29/2022 13:25,32.3,32.4,832,27.35984163,0.51,90,Fogging,7/29/2022,56,54.2,44.15
7/29/2022 13:26,30.76666667,32.4,833,27.92292401,0.56,91,Fogging,7/29/2022,56,53.59,43.85
7/29/2022 13:27,31.26666667,32.3,833,28.17807247,0.49,91,Fogging,7/29/2022,56,54.55,44.36
7/29/2022 13:29,35.7,32.4,834,27.60958349,0.72,93,Fogging,7/29/2022,56,51.71,42.81
7/29/2022 13:30,31.2,32.4,834,27.47375388,0.71,95,Fogging,7/29/2022,56,51.79,42.87
7/29/2022 14:16,35.3,33.9,826,28.05096909,0.65,906,Fogging,7/29/2022,56,53.98,54.96
7/29/2022 14:17,33.4,34,826,29.447693,0.57,906,Fogging,7/29/2022,56,55.27,56.29
7/29/2022 14:18,32,34.1,824,29.79041272,0.66,905,Fogging,7/29/2022,56,54.31,55.29
7/29/2022 14:19,34.35,34,824,27.70972507,0.65,904,Fogging,7/29/2022,56,54.01,54.99
7/29/2022 14:20,34.16666667,34,821,25.91140485,0.62,902,Fogging,7/29/2022,56,54.06,55.07
7/29/2022 14:22,46.9,34.1,820,29.1580634,0.64,902,Fogging,7/29/2022,56,54.39,55.4
7/29/2022 14:23,36.7,34.1,819,28.81087709,0.65,901,Fogging,7/29/2022,56,54.22,55.22
7/29/2022 15:34,38.93333333,35,750,28.11233916,0.7,847,Fogging,7/29/2022,56,53.7,54.85
7/29/2022 15:35,38.13333333,34.9,749,27.08087519,0.71,846,Fogging,7/29/2022,56,53.34,54.49
7/29/2022 15:36,35.1,34.9,748,27.39800409,0.7,845,Fogging,7/29/2022,56,53.47,54.62
7/29/2022 15:37,38.3,34.8,745,26.93320988,0.71,843,Fogging,7/29/2022,56,53.16,54.33
7/29/2022 15:38,37.16666667,34.8,744,26.74544229,0.68,840,Fogging,7/29/2022,56,53.42,54.58
7/29/2022 15:39,38.8,34.7,741,27.1301659,0.72,837,Fogging,7/29/2022,56,52.95,54.08
7/12/2022 13:29,29.33333333,29.5,887,18.21877573,0.38,120,Netting,7/12/2022,52,52.24,40.91
7/12/2022 13:30,30,29.3,887,17.5587122,0.31,120,Netting,7/12/2022,52,53.53,41.43
7/12/2022 13:31,29.6,29.3,888,21.06386199,0.35,121,Netting,7/12/2022,52,53.15,41.53
7/12/2022 13:32,29.23333333,29.2,888,21.15512863,0.3,122,Netting,7/12/2022,52,54.31,42.12
7/12/2022 13:33,31.43333333,29.2,887,22.30382926,0.26,123,Netting,7/12/2022,52,55.68,42.98
7/12/2022 13:34,31.26666667,29.3,887,21.48480074,0.26,125,Netting,7/12/2022,52,55.64,42.97
7/12/2022 14:47,27.85,30.2,824,21.58494758,0.36,169,Netting,7/12/2022,52,52.99,43.19
7/12/2022 14:48,31.1,30.2,821,22.74718689,0.35,170,Netting,7/12/2022,52,53.36,43.53
7/12/2022 14:51,31.3,30.3,802,21.62400364,0.4,168,Netting,7/12/2022,52,51.99,42.81
7/12/2022 14:52,32.5,30.3,808,21.34851673,0.37,170,Netting,7/12/2022,52,52.61,43.15
7/12/2022 14:53,34.25,30.3,756,22.55758269,0.47,161,Netting,7/12/2022,52,50.31,42.15
7/12/2022 14:54,31.6,30.5,774,23.18413527,0.45,165,Netting,7/12/2022,52,51.18,42.71
7/12/2022 14:55,29.5,30.5,810,21.67382434,0.42,174,Netting,7/12/2022,52,51.95,42.91
7/12/2022 14:56,31.2,30.5,802,21.61856715,0.41,172,Netting,7/12/2022,52,52.01,42.98
7/12/2022 14:58,31.45,30.5,777,22.0290852,0.46,169,Netting,7/12/2022,52,50.88,42.49
7/12/2022 14:59,34.35,30.5,810,22.45731741,0.49,177,Netting,7/12/2022,52,50.93,42.39
7/12/2022 15:00,33.5,30.6,763,22.65704117,0.41,173,Netting,7/12/2022,52,51.72,43.26
7/12/2022 15:01,27.7,30.5,803,23.00502813,0.45,201,Netting,7/12/2022,52,51.55,43.19
7/12/2022 16:35,29,29.7,428,24.75918221,0.42,136,Netting,7/12/2022,52,46.19,41.99
7/12/2022 16:36,30.4,29.7,418,24.87086963,0.4,131,Netting,7/12/2022,52,46.34,42.16
7/12/2022 16:37,30.5,29.6,332,24.79669188,0.42,108,Netting,7/12/2022,52,44.71,41.49
7/12/2022 16:38,30.3,29.7,308,25.20209937,0.42,102,Netting,7/12/2022,52,44.54,41.57
7/12/2022 16:39,30.8,29.7,334,25.09232033,0.42,111,Netting,7/12/2022,52,44.9,41.69
7/12/2022 16:40,31.4,29.7,297,24.93757243,0.41,107,Netting,7/12/2022,52,44.47,41.71
7/12/2022 16:41,31.3,29.7,563,25.48463918,0.43,203,Netting,7/12/2022,52,48.07,42.96
7/12/2022 16:42,31.4,29.6,497,24.77444828,0.44,233,Netting,7/12/2022,52,46.78,43.06
7/12/2022 17:56,29.8,29.7,428,24.02857955,0.4,106,Netting,7/12/2022,52,46.35,41.65
7/12/2022 17:57,31,29.6,427,23.93277571,0.39,105,Netting,7/12/2022,52,46.37,41.62
7/12/2022 18:07,29.4,29.5,451,26.00987506,0.44,100,Netting,7/12/2022,52,46.22,41.26
7/12/2022 18:08,29.4,29.5,451,25.82213573,0.44,101,Netting,7/12/2022,52,46.19,41.25
7/12/2022 18:09,29.1,29.6,447,25.7508592,0.44,101,Netting,7/12/2022,52,46.23,41.34
7/12/2022 18:10,29.8,29.6,446,25.62348462,0.45,102,Netting,7/12/2022,52,46.07,41.24
7/12/2022 18:11,30.7,29.7,449,26.03764656,0.43,101,Netting,7/12/2022,52,46.55,41.59
7/12/2022 18:12,29.53333333,29.7,446,26.14221199,0.44,100,Netting,7/12/2022,52,46.39,41.5
7/12/2022 18:13,31,29.8,442,26.28126825,0.44,98,Netting,7/12/2022,52,46.46,41.6
7/13/2022 13:54,28.8,28.4,910,22.05455955,0.28,170,Netting,7/13/2022,52,54.57,42.52
7/13/2022 13:55,28.7,28.5,877,23.53628886,0.21,166,Netting,7/13/2022,52,56.83,44.24
7/13/2022 13:57,32.2,28.6,835,20.19333269,0.23,162,Netting,7/13/2022,52,54.83,43.19
7/13/2022 13:59,28.43333333,28.8,757,21.0653858,0.26,149,Netting,7/13/2022,52,52.92,42.77
7/13/2022 14:01,29.25,28.9,863,19.56720966,0.24,164,Netting,7/13/2022,52,55.15,43.23
7/13/2022 14:02,35.8,28.8,871,19.64230779,0.26,161,Netting,7/13/2022,52,54.54,42.71
7/13/2022 14:04,28.66666667,29,918,19.23230721,0.23,165,Netting,7/13/2022,52,56.47,43.49
7/13/2022 15:39,27,27,352,24.98811134,0.3,105,Netting,7/13/2022,52,44.16,40.14
7/13/2022 15:40,27.35,27,345,24.70206697,0.31,105,Netting,7/13/2022,52,43.81,39.95
7/13/2022 15:41,27.4,27,352,24.37265436,0.31,108,Netting,7/13/2022,52,43.86,39.94
7/13/2022 15:42,27.26666667,27,378,23.43127875,0.3,114,Netting,7/13/2022,52,44.31,40.02
7/13/2022 15:43,27.65,26.9,422,23.23109729,0.29,124,Netting,7/13/2022,52,45.08,40.19
7/13/2022 15:44,29.2,27,445,23.61517219,0.29,130,Netting,7/13/2022,52,45.63,40.47
7/13/2022 15:45,28.25,27.1,395,24.19487846,0.3,117,Netting,7/13/2022,52,44.82,40.31
7/13/2022 16:45,27.4,27.5,711,23.73149496,0.29,676,Netting,7/13/2022,52,50.46,49.9
7/13/2022 16:46,26.7,27.5,614,24.18392198,0.27,610,Netting,7/13/2022,52,49.49,49.43
7/13/2022 16:47,30.13333333,27.6,607,24.0151914,0.33,631,Netting,7/13/2022,52,48.05,48.42
7/13/2022 16:48,30.15,27.5,605,23.77307031,0.33,631,Netting,7/13/2022,52,47.87,48.27
7/13/2022 16:49,30.4,27.7,643,23.73735045,0.3,678,Netting,7/13/2022,52,49.34,49.89
7/13/2022 16:50,28.3,27.6,659,23.15031574,0.37,709,Netting,7/13/2022,52,47.9,48.64
7/13/2022 16:51,31,27.7,727,23.56821815,0.32,799,Netting,7/13/2022,52,50.16,51.27
7/14/2022 13:45,21.7,27.6,897,18.24440062,0.23,208,Netting,7/14/2022,52,54.52,42.56
7/14/2022 13:46,27.9,27.8,896,18.93006014,0.3,217,Netting,7/14/2022,52,52.63,41.78
7/14/2022 13:47,30.4,27.8,896,18.79266619,0.25,200,Netting,7/14/2022,52,54.11,42.34
7/14/2022 13:48,29.85,27.8,894,19.94198568,0.24,178,Netting,7/14/2022,52,54.62,42.36
7/14/2022 13:49,26.4,27.9,894,17.77649629,0.24,160,Netting,7/14/2022,52,54.33,41.75
7/14/2022 13:50,26.4,28,894,15.0810141,0.23,149,Netting,7/14/2022,52,54.3,41.36
7/14/2022 13:51,28,28,894,14.59442602,0.26,146,Netting,7/14/2022,52,53.23,40.69
7/14/2022 13:52,28.1,28.1,894,17.48533938,0.25,147,Netting,7/14/2022,52,54.15,41.5
7/14/2022 13:53,27.55,28.1,894,17.15054148,0.26,148,Netting,7/14/2022,52,53.77,41.29
7/14/2022 13:54,30.5,28.1,894,18.25294474,0.28,149,Netting,7/14/2022,52,53.35,41.17
7/14/2022 15:20,28.5,28.5,798,20.0995456,0.29,190,Netting,7/14/2022,52,52.26,42.45
7/14/2022 15:21,31.85,28.6,796,19.06145166,0.32,176,Netting,7/14/2022,52,51.41,41.69
7/14/2022 15:22,29.6,28.7,794,19.82586362,0.33,175,Netting,7/14/2022,52,51.37,41.77
7/14/2022 15:23,28.8,28.7,792,20.20655029,0.18,175,Netting,7/14/2022,52,56.17,44.72
7/14/2022 15:24,29.4,28.8,790,19.01783333,0.28,174,Netting,7/14/2022,52,52.53,42.47
7/14/2022 15:25,31.63333333,28.8,788,20.54110877,0.25,174,Netting,7/14/2022,52,53.65,43.28
7/14/2022 15:26,29.4,28.8,786,19.7813289,0.26,174,Netting,7/14/2022,52,53.17,42.96
7/14/2022 15:27,32.85,28.9,784,19.22583865,0.27,174,Netting,7/14/2022,52,52.85,42.79
7/14/2022 16:43,32.73333333,29.1,626,18.28502159,0.37,191,Netting,7/14/2022,52,48.2,41.68
7/14/2022 16:44,32.2,29.1,624,19.64019499,0.47,244,Netting,7/14/2022,52,46.83,41.58
7/14/2022 16:45,34.35,29,621,17.79133361,0.46,366,Netting,7/14/2022,52,46.54,43
7/14/2022 16:46,37.4,28.9,619,21.51834531,0.45,537,Netting,7/14/2022,52,47.11,45.97
7/14/2022 16:47,32,28.9,616,18.00906778,0.34,697,Netting,7/14/2022,52,48.35,49.58
7/14/2022 16:48,32.4,28.8,614,18.52029952,0.32,764,Netting,7/14/2022,52,48.7,51.03
7/25/2022 12:58,31.5,31.1,830,20.97444325,0.43,80,Netting,7/25/2022,52,52.57,41.99
7/25/2022 12:59,30.3,31,831,20.0336024,0.3,80,Netting,7/25/2022,52,55.08,43.17
7/25/2022 13:00,31.6,31.2,831,20.49489641,0.34,80,Netting,7/25/2022,52,54.39,42.96
7/25/2022 13:01,29.65,31.2,832,23.27482817,0.28,81,Netting,7/25/2022,52,56.42,44.29
7/25/2022 13:02,29.9,31.1,832,22.64604176,0.36,81,Netting,7/25/2022,52,54.22,43
7/25/2022 13:04,33,31.3,834,22.14242841,0.44,81,Netting,7/25/2022,52,52.84,42.31
7/25/2022 13:06,27.9,31.3,834,21.1299535,0.51,81,Netting,7/25/2022,52,51.6,41.58
7/25/2022 13:07,30.3,31.4,834,21.13308359,0.46,81,Netting,7/25/2022,52,52.46,42.09
7/25/2022 14:23,33.1,32.2,838,24.34902099,0.44,945,Netting,7/25/2022,52,54.17,55.63
7/25/2022 14:24,32.9,32.2,838,23.09513732,0.49,945,Netting,7/25/2022,52,53.17,54.58
7/25/2022 14:25,34.1,32.2,837,24.26970724,0.51,944,Netting,7/25/2022,52,53.03,54.43
7/25/2022 14:26,31.26666667,32.2,836,22.89687475,0.4,944,Netting,7/25/2022,52,54.64,56.17
7/25/2022 14:27,32.6,32.2,835,20.94891959,0.42,943,Netting,7/25/2022,52,53.95,55.45
7/25/2022 14:28,38.15,32.2,834,22.25988767,0.44,943,Netting,7/25/2022,52,53.79,55.28
7/25/2022 14:29,32.25,32.2,834,22.86838149,0.44,943,Netting,7/25/2022,52,53.88,55.38
7/25/2022 15:33,36.46666667,31.3,764,22.31064602,0.55,882,Netting,7/25/2022,52,50.32,51.83
7/25/2022 15:35,35.4,31.6,762,25.80131254,0.55,880,Netting,7/25/2022,52,51.12,52.62
7/25/2022 15:36,35.1,31.7,760,26.70840907,0.57,878,Netting,7/25/2022,52,51.08,52.56
7/25/2022 15:37,34.3,31.8,760,24.84614108,0.48,879,Netting,7/25/2022,52,52.13,53.72
7/25/2022 15:38,35.75,31.8,759,23.60003508,0.54,879,Netting,7/25/2022,52,51.09,52.64
7/25/2022 15:39,38.13333333,31.9,758,22.87117308,0.54,878,Netting,7/25/2022,52,51.08,52.62
7/25/2022 16:51,36.8,31.3,615,21.51242828,0.61,661,Netting,7/25/2022,52,47.66,48.23
7/25/2022 16:52,37.9,31.2,612,20.88826153,0.52,653,Netting,7/25/2022,52,48.41,48.95
7/25/2022 16:53,37.06666667,31.2,610,22.63101669,0.52,643,Netting,7/25/2022,52,48.64,49.07
7/25/2022 16:54,35.7,31.1,608,22.99523743,0.47,632,Netting,7/25/2022,52,49.21,49.53
7/25/2022 16:55,38.63333333,31.3,605,23.47430563,0.46,624,Netting,7/25/2022,52,49.59,49.85
7/25/2022 16:57,34.1,31.4,599,24.21422161,0.47,605,Netting,7/25/2022,52,49.58,49.67
7/25/2022 16:59,32.8,31.4,595,25.49136776,0.54,589,Netting,7/25/2022,52,48.83,48.76
7/25/2022 17:00,39,31.5,592,25.79989123,0.49,587,Netting,7/25/2022,52,49.57,49.5
7/29/2022 12:28,34.3,34.5,802,22.67125832,0.63,78,Netting,7/29/2022,52,53.24,44.39
7/29/2022 12:29,35.6,34.4,803,24.11989446,0.6,78,Netting,7/29/2022,52,53.7,44.68
7/29/2022 12:30,34.3,34.4,805,23.99873205,0.68,78,Netting,7/29/2022,52,52.84,44.19
7/29/2022 12:31,33.55,34.4,806,23.53740292,0.58,78,Netting,7/29/2022,52,53.89,44.73
7/29/2022 12:32,32.6,34.4,807,23.56850778,0.62,78,Netting,7/29/2022,52,53.44,44.48
7/29/2022 12:33,33.5,34.3,808,22.25782407,0.62,78,Netting,7/29/2022,52,53.16,44.18
7/29/2022 12:34,34.65,34.3,808,20.99054257,0.63,78,Netting,7/29/2022,52,52.87,43.94
7/29/2022 12:35,35.9,34.1,809,20.88027066,0.57,78,Netting,7/29/2022,52,53.35,44.08
7/29/2022 12:36,34.3,34.2,808,23.29077276,0.64,78,Netting,7/29/2022,52,52.98,44.1
7/29/2022 12:37,31.8,34.1,809,23.69087107,0.65,78,Netting,7/29/2022,52,52.84,44
7/29/2022 13:38,34.25,35.8,835,28.99981213,0.48,394,Netting,7/29/2022,52,57.94,52.1
7/29/2022 13:39,36.2,35.8,837,27.84930087,0.65,463,Netting,7/29/2022,52,55.53,51.06
7/29/2022 13:40,36.675,35.7,836,26.2747009,0.71,563,Netting,7/29/2022,52,54.57,51.41
7/29/2022 13:41,36.3,35.7,837,28.54609412,0.53,658,Netting,7/29/2022,52,57.04,54.75
7/29/2022 13:42,33.93333333,35.7,836,28.28590453,0.7,774,Netting,7/29/2022,52,54.95,54.23
7/29/2022 13:43,33.6,35.6,837,27.44449446,0.64,845,Netting,7/29/2022,52,55.38,55.47
7/29/2022 13:44,36.65,35.6,836,26.21044866,0.62,723,Netting,7/29/2022,52,55.42,54.05
7/29/2022 14:33,35.7,35.8,815,26.07538319,0.7,901,Netting,7/29/2022,52,54.5,55.5
7/29/2022 14:34,40.45,35.9,815,27.48015197,0.56,903,Netting,7/29/2022,52,56.4,57.5
7/29/2022 14:35,41.03333333,36,813,27.49110799,0.59,900,Netting,7/29/2022,52,56.1,57.17
7/29/2022 14:36,39.1,36.1,810,25.5708726,0.68,897,Netting,7/29/2022,52,54.88,55.9
7/29/2022 14:37,38.45,36.1,808,25.26087337,0.71,896,Netting,7/29/2022,52,54.52,55.53
7/29/2022 14:38,37.9,36,808,24.24103696,0.69,896,Netting,7/29/2022,52,54.47,55.49
7/29/2022 14:39,45,36,807,25.07472119,0.71,896,Netting,7/29/2022,52,54.38,55.41
7/29/2022 14:40,37.26666667,35.9,808,26.07970793,0.65,896,Netting,7/29/2022,52,55.04,56.08
7/29/2022 15:52,37.6,34.8,717,24.61096146,0.73,808,Netting,7/29/2022,52,51.84,52.89
7/29/2022 15:53,45.2,34.8,716,22.07218362,0.69,808,Netting,7/29/2022,52,51.85,52.92
7/29/2022 15:54,44.23333333,34.7,714,22.75555809,0.71,805,Netting,7/29/2022,52,51.63,52.69
7/29/2022 15:55,37.9,34.6,711,23.37570885,0.68,802,Netting,7/29/2022,52,51.85,52.92
7/29/2022 15:56,38.85,34.6,709,24.15327481,0.7,801,Netting,7/29/2022,52,51.75,52.82
7/29/2022 15:57,41.4,34.6,707,23.24830027,0.63,799,Netting,7/29/2022,52,52.28,53.39
7/29/2022 15:58,38.2,34.5,707,22.6056147,0.71,797,Netting,7/29/2022,52,51.32,52.37
7/29/2022 15:59,39.8,34.5,705,22.6056147,0.67,795,Netting,7/29/2022,52,51.66,52.73
7/12/2022 13:21,26,28.2,889,25.23077248,0.35,112,Fognet,7/12/2022,56,53.32,41.24
7/12/2022 13:22,26.1,28.3,889,25.66663829,0.36,113,Fognet,7/12/2022,56,53.26,41.31
7/12/2022 13:23,26.9,28.3,888,25.40863414,0.41,114,Fognet,7/12/2022,56,52.14,40.7
7/12/2022 13:24,27.43333333,28.3,890,25.24813507,0.33,115,Fognet,7/12/2022,56,53.94,41.66
7/12/2022 13:25,32,28.3,889,23.32141166,0.4,116,Fognet,7/12/2022,56,52.02,40.5
7/12/2022 13:26,27.93333333,28.3,889,20.07159148,0.31,117,Fognet,7/12/2022,56,53.56,41.06
7/12/2022 13:27,24.5,28.2,889,20.95723809,0.36,118,Fognet,7/12/2022,56,52.39,40.48
7/12/2022 13:28,29.9,28.3,888,23.05219385,0.41,119,Fognet,7/12/2022,56,51.76,40.39
7/12/2022 14:37,27.86666667,28.8,843,22.19386657,0.35,165,Fognet,7/12/2022,56,52.73,42.2
7/12/2022 14:38,25,29,842,23.86059526,0.29,166,Fognet,7/12/2022,56,54.73,43.61
7/12/2022 14:39,28.65,29.1,840,25.34928533,0.29,166,Fognet,7/12/2022,56,55.07,44
7/12/2022 14:40,28.05,29.1,839,22.03491803,0.27,166,Fognet,7/12/2022,56,55.04,43.73
7/12/2022 14:41,28.85,29.1,839,23.59224887,0.42,167,Fognet,7/12/2022,56,51.78,41.95
7/12/2022 14:42,27.2,29.1,837,23.6381977,0.29,167,Fognet,7/12/2022,56,54.71,43.7
7/12/2022 14:43,27.75,29.2,832,24.32206074,0.29,167,Fognet,7/12/2022,56,54.86,43.93
7/12/2022 14:44,26.2,29.2,838,23.19852216,0.33,169,Fognet,7/12/2022,56,53.71,43.14
7/12/2022 14:45,32.7,29.3,837,24.14913819,0.34,169,Fognet,7/12/2022,56,53.72,43.27
7/12/2022 14:46,30.53333333,29.4,836,25.27993947,0.43,171,Fognet,7/12/2022,56,52.13,42.49
7/12/2022 16:25,28.9,30,280,26.16062413,0.4,93,Fognet,7/12/2022,56,45.26,42.45
7/12/2022 16:26,30,30,371,26.35048518,0.39,119,Fognet,7/12/2022,56,46.79,42.99
7/12/2022 16:27,28.45,30,636,26.43427767,0.43,194,Fognet,7/12/2022,56,50.07,43.66
7/12/2022 16:28,29.5,29.8,709,26.42651969,0.42,221,Fognet,7/12/2022,56,51.08,43.96
7/12/2022 16:29,29.1,29.9,521,26.64775016,0.4,173,Fognet,7/12/2022,56,48.81,43.63
7/12/2022 16:30,28.66666667,30,479,26.92961889,0.4,158,Fognet,7/12/2022,56,48.34,43.56
7/12/2022 16:31,30.5,30,242,26.99066375,0.42,89,Fognet,7/12/2022,56,44.58,42.32
7/12/2022 16:32,29.8,30,438,27.11218589,0.45,146,Fognet,7/12/2022,56,47.05,42.86
7/12/2022 16:34,28.6,30,374,27.05151899,0.47,122,Fognet,7/12/2022,56,45.88,42.31
7/12/2022 17:49,30.8,29.4,435,26.60528821,0.47,122,Fognet,7/12/2022,56,46.03,41.6
7/12/2022 17:50,30,29.4,432,26.74492227,0.47,119,Fognet,7/12/2022,56,46.01,41.58
7/12/2022 18:17,28.35,29.8,408,27.03707133,0.45,92,Fognet,7/12/2022,56,46.4,41.86
7/12/2022 18:18,28.4,29.8,393,26.6934364,0.45,90,Fognet,7/12/2022,56,46.13,41.77
7/12/2022 18:19,29.2,29.8,380,26.81540951,0.44,86,Fognet,7/12/2022,56,46.09,41.83
7/12/2022 18:20,29.16666667,29.8,360,26.67303337,0.44,81,Fognet,7/12/2022,56,45.78,41.73
7/12/2022 18:21,27.2,29.8,360,24.65268514,0.44,84,Fognet,7/12/2022,56,45.46,41.45
7/12/2022 18:22,26.8,29.8,348,25.07841465,0.42,95,Fognet,7/12/2022,56,45.61,41.88
7/13/2022 13:36,26.3,26.2,909,19.67275361,0.19,132,Fognet,7/13/2022,56,55.84,41.2
7/13/2022 13:37,25.25,26.2,902,18.22898843,0.24,132,Fognet,7/13/2022,56,53.44,39.85
7/13/2022 13:38,23.3,26.2,905,18.46061774,0.24,133,Fognet,7/13/2022,56,53.53,39.91
7/13/2022 13:40,24.6,26,903,19.43465041,0.17,136,Fognet,7/13/2022,56,56.44,41.53
7/13/2022 13:41,24.9,26.1,902,20.14302057,0.22,137,Fognet,7/13/2022,56,54.43,40.6
7/13/2022 13:44,23.5,26,900,20.07065445,0.18,139,Fognet,7/13/2022,56,56.01,41.45
7/13/2022 13:45,25.05,26.1,901,19.5776383,0.19,144,Fognet,7/13/2022,56,55.57,41.3
7/13/2022 13:46,26.4,25.9,901,19.88231672,0.12,144,Fognet,7/13/2022,56,59.44,43.37
7/13/2022 13:47,26.4,26,901,20.73027475,0.19,144,Fognet,7/13/2022,56,55.69,41.43
7/13/2022 13:48,26.5,26.1,902,20.35066286,0.19,147,Fognet,7/13/2022,56,55.74,41.52
7/13/2022 13:50,25.3,26,906,21.56067994,0.18,154,Fognet,7/13/2022,56,56.42,42.05
7/13/2022 13:51,26.3,26.1,909,21.72140281,0.18,159,Fognet,7/13/2022,56,56.6,42.29
7/13/2022 13:55,29.2,26.4,877,21.68827722,0.21,166,Fognet,7/13/2022,56,54.98,41.98
7/13/2022 13:56,29.7,26.3,833,20.88353336,0.28,161,Fognet,7/13/2022,56,51.57,40.25
7/13/2022 15:29,25.3,25.9,307,24.53260109,0.22,91,Fognet,7/13/2022,56,44.36,40.38
7/13/2022 15:30,25.6,26,313,24.70415385,0.27,92,Fognet,7/13/2022,56,43.42,39.6
7/13/2022 15:31,25.8,26,326,24.74034522,0.25,96,Fognet,7/13/2022,56,44.1,40.03
7/13/2022 15:32,25.6,26.1,383,24.96562361,0.26,109,Fognet,7/13/2022,56,45.01,40.23
7/13/2022 15:33,26.4,26.2,394,25.10070719,0.28,112,Fognet,7/13/2022,56,44.87,40.07
7/13/2022 15:35,26.9,26.4,407,25.33497307,0.31,114,Fognet,7/13/2022,56,44.72,39.89
7/13/2022 15:36,26.05,26.3,415,23.82207582,0.32,115,Fognet,7/13/2022,56,44.29,39.39
7/13/2022 15:37,24.5,26.3,357,22.95315451,0.3,103,Fognet,7/13/2022,56,43.57,39.33
7/13/2022 15:38,23,26.3,370,23.13414843,0.31,107,Fognet,7/13/2022,56,43.62,39.28
7/13/2022 16:36,25.55,27.8,264,21.86061693,0.27,104,Fognet,7/13/2022,56,43.98,41.23
7/13/2022 16:37,25.1,27.8,283,22.09294801,0.27,105,Fognet,7/13/2022,56,44.35,41.29
7/13/2022 16:38,25.7,27.7,178,22.8542039,0.24,79,Fognet,7/13/2022,56,43.17,41.39
7/13/2022 16:39,26.05,27.5,183,22.68344151,0.31,81,Fognet,7/13/2022,56,41.75,40.07
7/13/2022 16:40,26.95,27.5,217,22.2384258,0.29,93,Fognet,7/13/2022,56,42.57,40.47
7/13/2022 16:41,26.7,27.4,599,22.4547312,0.24,208,Fognet,7/13/2022,56,50.19,43.3
7/13/2022 16:42,26.25,27.4,702,22.34376092,0.26,300,Fognet,7/13/2022,56,51.35,44.47
7/13/2022 16:43,25.33333333,27.4,598,22.32148832,0.25,361,Fognet,7/13/2022,56,49.86,45.75
7/14/2022 13:30,24.7,26.3,899,20.19414698,0.29,122,Fognet,7/14/2022,56,52.25,39.31
7/14/2022 13:31,23.9,26.2,892,16.68913502,0.29,123,Fognet,7/14/2022,56,51.43,38.6
7/14/2022 13:35,25.33333333,26.1,898,17.31435319,0.2,127,Fognet,7/14/2022,56,54.65,40.29
7/14/2022 15:12,26.25,27.8,810,21.14584601,0.31,740,Fognet,7/14/2022,56,51.97,50.85
7/14/2022 15:13,26.25,27.9,809,21.33786118,0.34,671,Fognet,7/14/2022,56,51.37,49.22
7/14/2022 15:14,27.2,27.9,807,19.24135897,0.34,565,Fognet,7/14/2022,56,50.99,47.21
